timestamp,energy_kwh,hour,day,month,year,weekday,is_weekend,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,rolling_mean_3,rolling_mean_6,rolling_mean_24
2024-01-02 00:00:00,27.60438468247694,0,2,1,2024,1,0,68.44712632026376,49.19642958971384,59.1350316162392,42.63801819167288,34.256452908516025,60.71234573492677,48.41598019748485,50.52408719830603,37.947124153722065
2024-01-02 01:00:00,40.178003499947216,1,2,1,2024,1,0,27.60438468247694,68.44712632026376,49.19642958971384,48.48248430757049,16.56106432522506,12.339275203733752,45.40983816756264,49.14000706370215,39.107071166064294
2024-01-02 02:00:00,43.487751224792326,2,2,1,2024,1,0,40.178003499947216,27.60438468247694,68.44712632026376,50.27906667357191,12.927545290947553,19.12887570011548,37.090046469072156,48.00812115557221,40.122024312925824
2024-01-02 03:00:00,10.338517723856468,3,2,1,2024,1,0,43.487751224792326,40.178003499947216,27.60438468247694,59.1350316162392,27.354317884610715,79.45782398845503,31.33475748286534,39.87536884017509,37.242053218567555
2024-01-02 04:00:00,31.68448458657448,4,2,1,2024,1,0,10.338517723856468,43.487751224792326,40.178003499947216,49.19642958971384,24.726937680708804,19.62910416772725,28.503584511741092,36.95671133965187,37.74436073601952
2024-01-02 05:00:00,56.59325685914933,5,2,1,2024,1,0,31.68448458657448,10.338517723856468,43.487751224792326,68.44712632026376,23.824040473705303,43.18113714248533,32.872086389860094,34.981066429466125,38.30319905754719
2024-01-02 06:00:00,19.473800595427143,6,2,1,2024,1,0,56.59325685914933,31.68448458657448,10.338517723856468,27.60438468247694,42.63801819167288,36.862139988267536,35.917180680383645,33.6259690816245,37.57868491617884
2024-01-02 07:00:00,38.28919933554271,7,2,1,2024,1,0,19.473800595427143,56.59325685914933,31.68448458657448,40.178003499947216,48.48248430757049,51.46761685839947,38.11875226337306,33.311168387557075,37.02958418605981
2024-01-02 08:00:00,16.136238725396332,8,2,1,2024,1,0,38.28919933554271,19.473800595427143,56.59325685914933,43.487751224792326,50.27906667357191,43.59237228216989,24.63307955212206,28.752582970991075,35.88557862119424
2024-01-02 09:00:00,60.06708508895625,9,2,1,2024,1,0,16.136238725396332,38.28919933554271,19.473800595427143,10.338517723856468,59.1350316162392,78.86860745126785,38.16417438329843,37.04067753184104,35.10218185609792
2024-01-02 10:00:00,57.72437946101146,10,2,1,2024,1,0,60.06708508895625,16.136238725396332,38.28919933554271,31.68448458657448,49.19642958971384,18.20619747737872,44.64256775845468,41.38066001091387,36.748772772082624
2024-01-02 11:00:00,37.37451606078376,11,2,1,2024,1,0,57.72437946101146,60.06708508895625,16.136238725396332,56.59325685914933,68.44712632026376,22.564929484106763,51.721993536917154,38.177536544519604,37.36583887944416
2024-01-02 12:00:00,39.940563619980615,12,2,1,2024,1,0,37.37451606078376,57.72437946101146,60.06708508895625,19.473800595427143,27.60438468247694,34.256452908516025,45.01315304725861,41.58866371527852,37.60267682575519
2024-01-02 13:00:00,73.38661952275571,13,2,1,2024,1,0,39.940563619980615,37.37451606078376,57.72437946101146,38.28919933554271,40.178003499947216,16.56106432522506,50.2338997345067,47.438233746480684,39.970408292318965
2024-01-02 14:00:00,61.52075986084904,14,2,1,2024,1,0,73.38661952275571,39.940563619980615,37.37451606078376,16.136238725396332,43.487751224792326,12.927545290947553,58.282647667861795,55.00232060238948,41.995125566064864
2024-01-02 15:00:00,68.17785003637414,15,2,1,2024,1,0,61.52075986084904,73.38661952275571,39.940563619980615,60.06708508895625,10.338517723856468,27.354317884610715,67.6950764733263,56.354114760292454,43.69610607238834
2024-01-02 16:00:00,67.51805822343026,16,2,1,2024,1,0,68.17785003637414,61.52075986084904,73.38661952275571,57.72437946101146,31.68448458657448,24.726937680708804,65.73888937355115,57.98639455402893,45.479069428335066
2024-01-02 17:00:00,39.398742356080696,17,2,1,2024,1,0,67.51805822343026,68.17785003637414,61.52075986084904,37.37451606078376,56.59325685914933,23.824040473705303,58.36488353862837,58.32376560324508,46.12801534010071
2024-01-02 18:00:00,12.049319706245154,18,2,1,2024,1,0,39.398742356080696,67.51805822343026,68.17785003637414,39.940563619980615,19.473800595427143,42.63801819167288,39.65537342858537,53.675224950955844,44.853486236541215
2024-01-02 19:00:00,77.0536063752363,19,2,1,2024,1,0,12.049319706245154,39.398742356080696,67.51805822343026,73.38661952275571,38.28919933554271,48.48248430757049,42.833889479187384,54.28638942636926,46.04394965602729
2024-01-02 20:00:00,0.0,20,2,1,2024,1,0,77.0536063752363,12.049319706245154,39.398742356080696,61.52075986084904,16.136238725396332,50.27906667357191,29.700975360493814,44.03292944956109,43.94898854462846
2024-01-02 21:00:00,46.80719594482398,21,2,1,2024,1,0,0.0,77.0536063752363,12.049319706245154,68.17785003637414,60.06708508895625,59.1350316162392,41.286934106686765,40.47115376763606,43.435328724986164
2024-01-02 22:00:00,67.47546614008147,22,2,1,2024,1,0,46.80719594482398,0.0,77.0536063752363,67.51805822343026,57.72437946101146,49.19642958971384,38.094220694968485,40.46405508707793,44.19695524791815
2024-01-02 23:00:00,30.71093402710381,23,2,1,2024,1,0,67.47546614008147,46.80719594482398,0.0,39.398742356080696,37.37451606078376,68.44712632026376,48.33119870400309,39.01608703224845,42.624613902369816
2024-01-03 00:00:00,0.0,0,3,1,2024,2,0,30.71093402710381,67.47546614008147,46.80719594482398,12.049319706245154,39.940563619980615,27.60438468247694,32.728800055728435,37.00786708120759,41.47443120726661
2024-01-03 01:00:00,8.713190575944605,1,3,1,2024,2,0,0.0,30.71093402710381,67.47546614008147,77.0536063752363,73.38661952275571,40.178003499947216,13.141374867682808,25.617797781325645,40.16339733543317
2024-01-03 02:00:00,9.06588081544948,2,3,1,2024,2,0,8.713190575944605,0.0,30.71093402710381,0.0,61.52075986084904,43.487751224792326,5.926357130464699,27.12877791723389,38.72915273504388
2024-01-03 03:00:00,58.73397361690925,3,3,1,2024,2,0,9.06588081544948,8.713190575944605,0.0,46.80719594482398,68.17785003637414,10.338517723856468,25.504348336101117,29.11657419591477,40.74563006392108
2024-01-03 04:00:00,65.98624912728606,4,3,1,2024,2,0,58.73397361690925,9.06588081544948,8.713190575944605,67.47546614008147,67.51805822343026,31.68448458657448,44.59536785321493,28.868371360448865,42.1748702531174
2024-01-03 05:00:00,74.99970643372605,5,3,1,2024,2,0,65.98624912728606,58.73397361690925,9.06588081544948,30.71093402710381,39.398742356080696,56.59325685914933,66.57330972597379,36.24983342821924,42.94180565205809
2024-01-03 06:00:00,17.769436409407696,6,3,1,2024,2,0,74.99970643372605,65.98624912728606,58.73397361690925,0.0,12.049319706245154,19.473800595427143,52.91846399013994,39.21140616312052,42.87079047764062
2024-01-03 07:00:00,50.26893407436542,7,3,1,2024,2,0,17.769436409407696,74.99970643372605,65.98624912728606,8.713190575944605,77.0536063752363,38.28919933554271,47.67935897249973,46.137363412857326,43.36994609175823
2024-01-03 08:00:00,76.45046498743068,8,3,1,2024,2,0,50.26893407436542,17.769436409407696,74.99970643372605,9.06588081544948,0.0,16.136238725396332,48.16294515706793,57.36812744152085,45.88303885267633
2024-01-03 09:00:00,77.86372676031044,9,3,1,2024,2,0,76.45046498743068,50.26893407436542,17.769436409407696,58.73397361690925,46.80719594482398,60.06708508895625,68.19437527403552,60.55641963208772,46.624565588982755
2024-01-03 10:00:00,21.89299267514347,10,3,1,2024,2,0,77.86372676031044,76.45046498743068,50.26893407436542,65.98624912728606,67.47546614008147,57.72437946101146,58.735728140961534,53.20754355673062,45.13159113957159
2024-01-03 11:00:00,71.28000416235402,11,3,1,2024,2,0,21.89299267514347,77.86372676031044,76.45046498743068,74.99970643372605,30.71093402710381,37.37451606078376,57.01224119926932,52.58759317816862,46.54431981047035
2024-01-03 12:00:00,21.82768817738645,12,3,1,2024,2,0,71.28000416235402,21.89299267514347,77.86372676031044,17.769436409407696,0.0,39.940563619980615,38.33356167162798,53.26396847283175,45.78961666702892
2024-01-03 13:00:00,62.723162291274086,13,3,1,2024,2,0,21.82768817738645,71.28000416235402,21.89299267514347,50.26893407436542,8.713190575944605,73.38661952275571,51.943618210338194,55.33967317564986,45.34530594905053
2024-01-03 14:00:00,46.1951370011332,14,3,1,2024,2,0,62.723162291274086,21.82768817738645,71.28000416235402,76.45046498743068,9.06588081544948,61.52075986084904,43.581995823264585,50.297118511266945,44.70673832989569
2024-01-03 15:00:00,29.34565985727085,15,3,1,2024,2,0,46.1951370011332,62.723162291274086,21.82768817738645,77.86372676031044,58.73397361690925,68.17785003637414,46.08798638322605,42.210774027427014,43.08873040576639
2024-01-03 16:00:00,76.93342189972203,16,3,1,2024,2,0,29.34565985727085,46.1951370011332,62.723162291274086,21.89299267514347,65.98624912728606,67.51805822343026,50.82473958604203,51.38417889819011,43.481037225611885
2024-01-03 17:00:00,59.25460166411963,17,3,1,2024,2,0,76.93342189972203,29.34565985727085,46.1951370011332,71.28000416235402,74.99970643372605,39.398742356080696,55.17789447370418,49.379945148484374,44.30836469678017
2024-01-03 18:00:00,37.06292777850246,18,3,1,2024,2,0,59.25460166411963,76.93342189972203,29.34565985727085,21.82768817738645,17.769436409407696,12.049319706245154,57.750317114114715,51.91915174867037,45.350598366457554
2024-01-03 19:00:00,67.69516175123809,19,3,1,2024,2,0,37.06292777850246,59.25460166411963,76.93342189972203,62.723162291274086,50.26893407436542,77.0536063752363,54.67089706462006,52.747818325331046,44.96066317379097
2024-01-03 20:00:00,16.41401693253662,20,3,1,2024,2,0,67.69516175123809,37.06292777850246,59.25460166411963,46.1951370011332,76.45046498743068,0.0,40.390702154092395,47.78429831389829,45.64458054598
2024-01-03 21:00:00,67.00568214318923,21,3,1,2024,2,0,16.41401693253662,67.69516175123809,37.06292777850246,29.34565985727085,77.86372676031044,46.80719594482398,50.37162027565466,54.06096869488467,46.486184137578554
2024-01-03 22:00:00,70.61729259484447,22,3,1,2024,2,0,67.00568214318923,16.41401693253662,67.69516175123809,76.93342189972203,21.89299267514347,67.47546614008147,51.34566389019011,53.00828047740509,46.61709357319367
2024-01-03 23:00:00,61.13047583037784,23,3,1,2024,2,0,70.61729259484447,67.00568214318923,16.41401693253662,59.25460166411963,71.28000416235402,30.71093402710381,66.25115018947052,53.32092617178145,47.884574481663414
2024-01-04 00:00:00,22.88203842151127,0,4,1,2024,3,0,61.13047583037784,70.61729259484447,67.00568214318923,37.06292777850246,21.82768817738645,0.0,51.5432689489112,50.95744461228293,48.837992749226395
2024-01-04 01:00:00,12.894887186031896,1,4,1,2024,3,0,22.88203842151127,61.13047583037784,70.61729259484447,67.69516175123809,62.723162291274086,8.713190575944605,32.30246714597368,41.82406551808189,49.01223010798003
2024-01-04 02:00:00,69.16916705566726,2,4,1,2024,3,0,12.894887186031896,22.88203842151127,61.13047583037784,16.41401693253662,46.1951370011332,9.06588081544948,34.98203088773682,50.61659053860367,51.51653370132244
2024-01-04 03:00:00,0.0,3,4,1,2024,3,0,69.16916705566726,12.894887186031896,22.88203842151127,67.00568214318923,29.34565985727085,58.73397361690925,27.354684747233065,39.44897684807213,49.06928480061788
2024-01-04 04:00:00,49.2788373994772,4,4,1,2024,3,0,0.0,69.16916705566726,12.894887186031896,70.61729259484447,76.93342189972203,65.98624912728606,39.48266815171483,35.89256764884425,48.37314264529252
2024-01-04 05:00:00,31.218889683829406,5,4,1,2024,3,0,49.2788373994772,0.0,69.16916705566726,61.13047583037784,59.25460166411963,74.99970643372605,26.832575694435548,30.90730329108617,46.548941947380165
